time,episode,winLose,score,idle_production_time,idle_worker_time,total_value_units,total_value_structures,killed_value_units,killed_value_structures,collected_minerals,collected_vespene,collection_rate_minerals,collection_rate_vespene,spent_minerals,spent_vespene
24_04_2021 01h47min28seg,569,-1,3650,374,12,600,400,0,0,3000,0,699,0,0,0
24_04_2021 01h47min46seg,570,-1,3570,362,1,600,400,0,0,2920,0,643,0,0,0
24_04_2021 01h48min03seg,571,-1,3345,342,33,600,400,0,0,2745,0,671,0,0,0
24_04_2021 01h48min20seg,572,-1,3145,309,27,600,400,0,0,2495,0,727,0,0,0
24_04_2021 01h48min38seg,573,-1,3475,350,1,600,400,0,0,2825,0,699,0,0,0
24_04_2021 01h48min58seg,574,-1,4095,426,33,600,400,0,0,3445,0,699,0,0,0
24_04_2021 01h49min15seg,575,-1,3195,317,6,600,400,0,0,2545,0,699,0,0,0
24_04_2021 01h49min34seg,576,-1,3840,395,2,600,400,0,0,3190,0,671,0,0,0
24_04_2021 01h49min52seg,577,-1,3400,375,22,600,400,0,0,2900,0,531,0,0,0
24_04_2021 01h50min09seg,578,-1,3315,330,35,600,400,0,0,2665,0,699,0,0,0
24_04_2021 01h50min27seg,579,-1,3510,356,4,600,400,0,0,2860,0,699,0,0,0
24_04_2021 01h50min45seg,580,-1,3540,359,9,600,400,0,0,2890,0,699,0,0,0
24_04_2021 01h51min04seg,581,-1,3045,390,68,600,500,0,0,2945,0,307,0,200,0
24_04_2021 01h51min21seg,582,-1,2665,313,254,600,500,0,0,2315,0,111,0,100,0
24_04_2021 01h51min39seg,583,-1,3380,360,129,600,500,0,0,2830,0,727,0,100,0
24_04_2021 01h51min58seg,584,-1,3380,371,4,600,400,0,0,2880,0,559,0,0,0
24_04_2021 01h52min14seg,585,-1,3260,325,15,600,400,0,0,2610,0,671,0,0,0
24_04_2021 01h52min33seg,586,-1,3830,393,30,600,400,0,0,3180,0,671,0,0,0
24_04_2021 01h52min50seg,587,-1,3240,323,8,600,400,0,0,2590,0,671,0,0,0
24_04_2021 01h53min07seg,588,-1,3235,322,22,600,400,0,0,2585,0,699,0,0,0
24_04_2021 01h53min25seg,589,-1,3690,376,20,600,400,0,0,3040,0,615,0,0,0
24_04_2021 01h53min42seg,590,-1,3415,343,16,600,400,0,0,2765,0,727,0,0,0
24_04_2021 01h54min00seg,591,-1,3555,362,1,600,400,0,0,2905,0,643,0,0,0
24_04_2021 01h54min20seg,592,-1,3870,409,14,600,400,0,0,3270,0,587,0,0,0
24_04_2021 01h54min39seg,593,-1,3255,322,15,600,400,0,0,2605,0,699,0,0,0
24_04_2021 01h54min56seg,594,-1,3595,366,34,600,400,0,0,2945,0,671,0,0,0
24_04_2021 01h55min16seg,595,-1,3820,415,16,600,400,0,0,3270,0,587,0,0,0
24_04_2021 01h55min34seg,596,-1,3730,383,4,600,400,0,0,3080,0,671,0,0,0
24_04_2021 01h55min52seg,597,-1,3380,342,31,600,400,0,0,2730,0,671,0,0,0
24_04_2021 01h56min09seg,598,-1,3375,337,12,600,400,0,0,2725,0,671,0,0,0
24_04_2021 01h56min27seg,599,-1,3300,368,141,600,500,0,0,2800,0,587,0,100,0
24_04_2021 01h56min45seg,600,-1,3555,362,1,600,400,0,0,2905,0,643,0,0,0
24_04_2021 01h57min03seg,601,-1,3170,340,14,600,400,0,0,2720,0,643,0,100,0
24_04_2021 01h57min24seg,602,-1,2720,365,371,600,500,0,0,2620,0,0,0,100,0
24_04_2021 01h57min43seg,603,-1,3325,382,228,600,500,0,0,2825,0,615,0,100,0
24_04_2021 01h58min03seg,604,-1,2760,415,241,600,500,0,0,2910,0,391,0,500,0
24_04_2021 01h58min21seg,605,-1,3265,346,106,600,500,0,0,2715,0,727,0,100,0
24_04_2021 01h58min39seg,606,-1,3660,373,17,600,400,0,0,3010,0,671,0,0,0
24_04_2021 01h58min59seg,607,-1,2915,817,138,600,800,0,0,3115,0,475,0,600,0
24_04_2021 01h59min18seg,608,-1,2425,309,558,600,500,0,0,2275,0,0,0,100,0
24_04_2021 01h59min36seg,609,-1,3135,346,321,600,500,0,0,2585,0,643,0,100,0
24_04_2021 01h59min57seg,610,-1,2320,426,243,600,500,0,0,2770,0,0,0,500,0
24_04_2021 02h00min16seg,611,-1,2040,379,30,600,500,0,0,2490,0,0,0,500,0
24_04_2021 02h00min37seg,612,-1,2885,440,333,600,500,0,0,3085,0,167,0,400,0
24_04_2021 02h00min57seg,613,-1,2235,434,314,600,500,0,0,2285,0,0,0,100,0
24_04_2021 02h01min15seg,614,-1,3495,354,28,600,400,0,0,2845,0,643,0,0,0
24_04_2021 02h01min33seg,615,-1,3650,372,31,600,400,0,0,3000,0,699,0,0,0
24_04_2021 02h01min53seg,616,-1,3140,391,4,600,400,0,0,2990,0,335,0,100,0
24_04_2021 02h02min11seg,617,-1,2455,355,302,600,500,0,0,2405,0,139,0,100,0
24_04_2021 02h02min32seg,618,-1,2590,446,4,600,400,0,0,2640,0,0,0,100,0
24_04_2021 02h02min50seg,619,-1,2255,381,195,600,500,0,0,2305,0,0,0,100,0
24_04_2021 02h03min07seg,620,-1,3120,308,10,600,400,0,0,2470,0,699,0,0,0
24_04_2021 02h03min25seg,621,-1,3570,363,29,600,400,0,0,2920,0,699,0,0,0
24_04_2021 02h03min43seg,622,-1,3570,363,28,600,400,0,0,2920,0,699,0,0,0
24_04_2021 02h04min01seg,623,-1,3470,366,24,600,400,0,0,2920,0,559,0,0,0
24_04_2021 02h04min19seg,624,-1,3700,380,6,600,400,0,0,3050,0,699,0,0,0
24_04_2021 02h04min38seg,625,-1,3455,349,24,600,400,0,0,2805,0,671,0,0,0
24_04_2021 02h04min55seg,626,-1,3370,338,6,600,400,0,0,2720,0,615,0,0,0
24_04_2021 02h05min13seg,627,-1,3635,372,28,600,400,0,0,2985,0,671,0,0,0
24_04_2021 02h05min31seg,628,-1,3285,330,35,600,400,0,0,2635,0,727,0,0,0
24_04_2021 02h05min47seg,629,-1,3325,332,8,600,400,0,0,2675,0,671,0,0,0
24_04_2021 02h06min05seg,630,-1,3255,324,24,600,400,0,0,2605,0,699,0,0,0
24_04_2021 02h06min24seg,631,-1,3885,403,15,600,400,0,0,3235,0,671,0,0,0
24_04_2021 02h06min40seg,632,-1,2930,300,28,600,400,0,0,2380,0,559,0,0,0
24_04_2021 02h06min58seg,633,-1,3470,352,16,600,400,0,0,2820,0,671,0,0,0
24_04_2021 02h07min16seg,634,-1,3725,380,4,600,400,0,0,3075,0,699,0,0,0
24_04_2021 02h07min33seg,635,-1,3435,346,12,600,400,0,0,2785,0,699,0,0,0
24_04_2021 02h07min50seg,636,-1,3045,318,25,600,400,0,0,2495,0,531,0,0,0
24_04_2021 02h08min07seg,637,-1,3200,327,32,600,400,0,0,2600,0,671,0,0,0
24_04_2021 02h08min25seg,638,-1,3670,377,10,600,400,0,0,3020,0,671,0,0,0
24_04_2021 02h08min45seg,639,-1,4065,423,28,600,400,0,0,3415,0,699,0,0,0
24_04_2021 02h09min05seg,640,-1,3895,421,11,600,400,0,0,3345,0,587,0,0,0
24_04_2021 02h09min24seg,641,-1,3515,356,1,600,400,0,0,2865,0,671,0,0,0
24_04_2021 02h09min41seg,642,-1,3375,339,33,600,400,0,0,2725,0,699,0,0,0
24_04_2021 02h09min59seg,643,-1,3385,342,25,600,400,0,0,2735,0,699,0,0,0
24_04_2021 02h10min16seg,644,-1,3305,329,4,600,400,0,0,2655,0,643,0,0,0
24_04_2021 02h10min32seg,645,-1,3120,307,12,600,400,0,0,2470,0,699,0,0,0
24_04_2021 02h10min50seg,646,-1,3585,366,33,600,400,0,0,2935,0,671,0,0,0
24_04_2021 02h11min08seg,647,-1,3555,362,1,600,400,0,0,2905,0,643,0,0,0
24_04_2021 02h11min25seg,648,-1,3415,346,23,600,400,0,0,2765,0,615,0,0,0
24_04_2021 02h11min45seg,649,-1,3010,407,129,600,500,0,0,2960,0,419,0,400,0
24_04_2021 02h12min03seg,650,-1,3335,380,182,600,500,0,0,2835,0,587,0,100,0
24_04_2021 02h12min24seg,651,-1,3260,431,290,600,500,0,0,3160,0,419,0,300,0
24_04_2021 02h12min41seg,652,-1,3135,331,131,600,500,0,0,2585,0,643,0,100,0
24_04_2021 02h12min59seg,653,-1,3270,351,36,600,500,0,0,2820,0,699,0,200,0
24_04_2021 02h13min17seg,654,-1,3115,352,252,600,500,0,0,2615,0,587,0,100,0
24_04_2021 02h13min34seg,655,-1,3195,315,32,600,400,0,0,2545,0,727,0,0,0
24_04_2021 02h13min53seg,656,-1,2605,366,11,600,500,0,0,2805,0,391,0,500,0
24_04_2021 02h14min09seg,657,-1,2775,290,8,600,400,0,0,2275,0,559,0,0,0
24_04_2021 02h14min28seg,658,-1,3230,408,158,600,500,0,0,3030,0,531,0,300,0
24_04_2021 02h14min50seg,659,-1,3335,444,13,600,500,0,0,3485,0,363,0,500,0
24_04_2021 02h15min11seg,660,-1,3940,434,123,600,500,0,0,3440,0,195,0,100,0
24_04_2021 02h15min28seg,661,-1,3320,332,1,600,400,0,0,2670,0,699,0,0,0
24_04_2021 02h15min46seg,662,-1,3585,366,36,600,400,0,0,2935,0,671,0,0,0
24_04_2021 02h16min04seg,663,-1,3575,365,9,600,400,0,0,2925,0,699,0,0,0
24_04_2021 02h16min21seg,664,-1,3340,335,10,600,400,0,0,2690,0,699,0,0,0
24_04_2021 02h16min39seg,665,-1,3650,375,33,600,400,0,0,3000,0,671,0,0,0
24_04_2021 02h17min00seg,666,-1,4100,430,16,600,400,0,0,3450,0,643,0,0,0
24_04_2021 02h17min20seg,667,-1,2625,411,0,600,400,0,0,2975,0,83,0,400,0
24_04_2021 02h17min37seg,668,-1,1970,332,216,600,500,0,0,2220,0,139,0,400,0
24_04_2021 02h17min55seg,669,-1,3290,344,4,600,500,0,0,2740,0,699,0,100,0
24_04_2021 02h18min13seg,670,-1,3535,360,31,600,400,0,0,2885,0,671,0,0,0
24_04_2021 02h18min30seg,671,-1,3475,353,7,600,400,0,0,2825,0,699,0,0,0
24_04_2021 02h18min47seg,672,-1,3475,351,33,600,400,0,0,2825,0,727,0,0,0
24_04_2021 02h19min04seg,673,-1,3145,309,24,600,400,0,0,2495,0,699,0,0,0
24_04_2021 02h19min22seg,674,-1,3750,386,3,600,400,0,0,3100,0,643,0,0,0
24_04_2021 02h19min39seg,675,-1,3455,347,0,600,400,0,0,2805,0,699,0,0,0
24_04_2021 02h19min59seg,676,-1,2570,425,54,600,500,0,0,2920,0,223,0,600,0
24_04_2021 02h20min16seg,677,-1,3270,326,11,600,400,0,0,2620,0,699,0,0,0
24_04_2021 02h20min33seg,678,-1,3250,322,18,600,400,0,0,2600,0,671,0,0,0
24_04_2021 02h20min49seg,679,-1,3055,301,22,600,400,0,0,2405,0,671,0,0,0
24_04_2021 02h21min06seg,680,-1,3310,330,34,600,400,0,0,2660,0,727,0,0,0
24_04_2021 02h21min24seg,681,-1,3575,362,3,600,400,0,0,2925,0,671,0,0,0
24_04_2021 02h21min44seg,682,-1,2430,421,40,600,500,0,0,2480,0,0,0,100,0
24_04_2021 02h22min03seg,683,-1,3280,360,270,600,500,0,0,2730,0,755,0,100,0
24_04_2021 02h22min20seg,684,-1,3255,323,6,600,400,0,0,2605,0,671,0,0,0
24_04_2021 02h22min38seg,685,-1,3040,338,222,600,500,0,0,2540,0,503,0,100,0
24_04_2021 02h22min59seg,686,-1,2765,565,616,600,650,0,0,2715,0,0,0,400,0
24_04_2021 02h23min17seg,687,-1,3395,340,17,600,400,0,0,2745,0,727,0,0,0
24_04_2021 02h23min34seg,688,-1,3275,327,28,600,400,0,0,2625,0,699,0,0,0
24_04_2021 02h23min54seg,689,-1,3715,425,142,600,500,0,0,3315,0,531,0,200,0
24_04_2021 02h24min13seg,690,-1,3105,401,4,600,500,0,0,3105,0,447,0,400,0
24_04_2021 02h24min34seg,691,-1,2120,417,234,600,500,0,0,2470,0,0,0,400,0
24_04_2021 02h24min54seg,692,-1,2475,425,207,600,500,0,0,2825,0,27,0,400,0
24_04_2021 02h25min14seg,693,-1,3755,403,16,600,400,0,0,3205,0,559,0,0,0
24_04_2021 02h25min34seg,694,-1,3475,431,4,600,400,0,0,3275,0,531,0,300,0
24_04_2021 02h25min52seg,695,-1,3540,381,22,600,400,0,0,3040,0,643,0,100,0
24_04_2021 02h26min13seg,696,-1,1615,427,210,600,500,0,0,2565,0,0,0,1000,0
24_04_2021 02h27min18seg,697,-1,9250,2680,4197,2000,800,3250,0,10800,0,0,0,1800,0
24_04_2021 02h27min35seg,698,-1,3300,330,29,600,400,0,0,2650,0,671,0,0,0
24_04_2021 02h27min54seg,699,-1,2880,378,230,600,500,0,0,2780,0,335,0,200,0
24_04_2021 02h28min17seg,700,-1,1785,939,862,600,800,0,0,2085,0,0,0,400,0
24_04_2021 02h28min38seg,701,-1,3205,417,289,600,500,0,0,3055,0,419,0,300,0
24_04_2021 02h28min57seg,702,-1,2995,355,395,600,500,0,0,2595,0,0,0,100,0
24_04_2021 02h29min14seg,703,-1,3190,316,15,600,400,0,0,2540,0,727,0,0,0
24_04_2021 02h29min32seg,704,-1,2050,336,8,600,400,0,0,2400,0,223,0,600,0
24_04_2021 02h29min52seg,705,-1,3355,410,277,600,500,0,0,2955,0,531,0,100,0
24_04_2021 02h30min11seg,706,-1,2535,371,184,600,500,0,0,2585,0,251,0,300,0
24_04_2021 02h30min32seg,707,-1,1925,811,1110,600,800,0,0,2125,0,0,0,400,0
24_04_2021 02h30min48seg,708,-1,3115,308,9,600,400,0,0,2465,0,671,0,0,0
24_04_2021 02h31min07seg,709,-1,3575,364,18,600,400,0,0,2925,0,727,0,0,0
24_04_2021 02h31min26seg,710,-1,3540,366,0,600,400,0,0,2940,0,643,0,0,0
24_04_2021 02h31min45seg,711,-1,3930,404,3,600,400,0,0,3280,0,755,0,0,0
24_04_2021 02h32min03seg,712,-1,3695,378,28,600,400,0,0,3045,0,699,0,0,0
24_04_2021 02h32min20seg,713,-1,3300,330,31,600,400,0,0,2650,0,699,0,0,0
24_04_2021 02h32min37seg,714,-1,3305,341,9,600,400,0,0,2705,0,615,0,0,0
24_04_2021 02h32min54seg,715,-1,2970,314,0,600,400,0,0,2420,0,587,0,0,0
24_04_2021 02h33min11seg,716,-1,3465,350,6,600,400,0,0,2815,0,727,0,0,0
24_04_2021 02h33min31seg,717,-1,3310,385,54,600,500,0,0,2960,0,475,0,100,0
24_04_2021 02h33min48seg,718,-1,2370,328,239,600,500,0,0,2320,0,251,0,200,0
24_04_2021 02h34min07seg,719,-1,3095,360,209,600,500,0,0,2745,0,251,0,100,0
24_04_2021 02h34min24seg,720,-1,3195,317,9,600,400,0,0,2545,0,699,0,0,0
24_04_2021 02h34min44seg,721,-1,3710,383,12,600,400,0,0,3060,0,671,0,0,0
24_04_2021 02h35min02seg,722,-1,3455,348,29,600,400,0,0,2805,0,671,0,0,0
24_04_2021 02h35min22seg,723,-1,3410,391,421,600,500,0,0,3060,0,0,0,100,0
24_04_2021 02h35min40seg,724,-1,3275,340,22,600,400,0,0,2675,0,615,0,0,0
24_04_2021 02h36min00seg,725,-1,3990,421,17,600,400,0,0,3390,0,643,0,0,0
24_04_2021 02h36min17seg,726,-1,3400,342,26,600,400,0,0,2750,0,699,0,0,0
24_04_2021 02h36min36seg,727,-1,3660,395,9,600,400,0,0,3110,0,587,0,0,0
24_04_2021 02h36min53seg,728,-1,3320,335,11,600,400,0,0,2670,0,671,0,0,0
24_04_2021 02h37min10seg,729,-1,3225,339,30,600,400,0,0,2725,0,699,0,100,0
24_04_2021 02h37min31seg,730,-1,3280,446,299,600,500,0,0,3080,0,419,0,200,0
24_04_2021 02h37min49seg,731,-1,3635,372,35,600,400,0,0,2985,0,699,0,0,0
24_04_2021 02h38min07seg,732,-1,1880,343,0,600,400,0,0,2330,0,27,0,500,0
24_04_2021 02h38min25seg,733,-1,2080,350,195,600,500,0,0,2380,0,195,0,500,0
24_04_2021 02h38min46seg,734,-1,2005,448,189,600,500,0,0,2755,0,0,0,800,0
24_04_2021 02h39min06seg,735,-1,3030,408,293,600,500,0,0,2930,0,335,0,200,0
24_04_2021 02h39min24seg,736,-1,3700,380,10,600,400,0,0,3050,0,671,0,0,0
24_04_2021 02h39min43seg,737,-1,3740,385,22,600,400,0,0,3090,0,699,0,0,0
24_04_2021 02h40min00seg,738,-1,3440,347,6,600,400,0,0,2790,0,643,0,0,0
24_04_2021 02h40min17seg,739,-1,3295,329,6,600,400,0,0,2645,0,643,0,0,0
24_04_2021 02h40min36seg,740,-1,1760,394,27,600,500,0,0,2660,0,55,0,1000,0
24_04_2021 02h40min55seg,741,-1,2980,383,9,600,500,0,0,2930,0,419,0,400,0
24_04_2021 02h41min15seg,742,-1,1410,402,219,600,500,0,0,2460,0,0,0,1100,0
24_04_2021 02h41min35seg,743,-1,1645,423,233,600,500,0,0,2495,0,0,0,900,0
24_04_2021 02h41min56seg,744,-1,2540,438,259,600,500,0,0,2890,0,0,0,400,0
24_04_2021 02h42min14seg,745,-1,3380,362,106,600,500,0,0,2830,0,643,0,100,0
24_04_2021 02h42min32seg,746,-1,3315,357,21,600,400,0,0,2815,0,531,0,0,0
24_04_2021 02h42min50seg,747,-1,2930,385,7,600,400,0,0,2930,0,307,0,300,0
24_04_2021 02h43min13seg,748,-1,2165,980,354,600,800,0,0,2515,0,0,0,400,0
24_04_2021 02h43min33seg,749,-1,2295,409,241,600,500,0,0,2545,0,0,0,300,0
24_04_2021 02h43min53seg,750,-1,2085,395,256,600,500,0,0,2235,0,0,0,200,0
24_04_2021 02h44min12seg,751,-1,3460,387,238,600,500,0,0,2910,0,699,0,100,0
24_04_2021 02h44min32seg,752,-1,3880,400,14,600,400,0,0,3230,0,671,0,0,0
24_04_2021 02h44min50seg,753,-1,3680,376,20,600,400,0,0,3030,0,587,0,0,0
24_04_2021 02h45min07seg,754,-1,3450,347,9,600,400,0,0,2800,0,699,0,0,0
24_04_2021 02h45min24seg,755,-1,3090,329,7,600,400,0,0,2540,0,503,0,0,0
24_04_2021 02h45min41seg,756,-1,3215,320,9,600,400,0,0,2565,0,699,0,0,0
24_04_2021 02h46min04seg,757,-1,4185,480,147,600,500,0,0,3685,0,643,0,100,0
24_04_2021 02h46min21seg,758,-1,3380,341,9,600,400,0,0,2730,0,671,0,0,0
24_04_2021 02h46min39seg,759,-1,3250,344,5,600,400,0,0,2700,0,587,0,0,0
24_04_2021 02h46min57seg,760,-1,3485,369,34,600,500,0,0,2935,0,699,0,100,0
24_04_2021 02h47min20seg,761,-1,2965,537,619,600,650,0,0,3165,0,0,0,400,0
24_04_2021 02h47min38seg,762,-1,3545,378,22,600,400,0,0,2995,0,615,0,0,0
24_04_2021 02h47min56seg,763,-1,3540,366,27,600,400,0,0,2940,0,643,0,0,0
24_04_2021 02h48min14seg,764,-1,3385,341,8,600,400,0,0,2735,0,699,0,0,0
24_04_2021 02h48min33seg,765,-1,3725,380,6,600,400,0,0,3075,0,643,0,0,0
24_04_2021 02h48min54seg,766,-1,4500,476,3,600,400,0,0,3850,0,699,0,0,0
24_04_2021 02h49min11seg,767,-1,3295,329,6,600,400,0,0,2645,0,643,0,0,0
24_04_2021 02h49min29seg,768,-1,3280,327,26,600,400,0,0,2630,0,671,0,0,0
24_04_2021 02h49min46seg,769,-1,3195,315,24,600,400,0,0,2545,0,671,0,0,0
24_04_2021 02h50min03seg,770,-1,3650,371,4,600,400,0,0,3000,0,727,0,0,0
24_04_2021 02h50min20seg,771,-1,3265,325,18,600,400,0,0,2615,0,671,0,0,0
24_04_2021 02h50min38seg,772,-1,3570,377,8,600,400,0,0,3020,0,615,0,0,0
24_04_2021 02h50min56seg,773,-1,3455,347,7,600,400,0,0,2805,0,727,0,0,0
24_04_2021 02h51min14seg,774,-1,3395,341,11,600,400,0,0,2745,0,699,0,0,0
24_04_2021 02h51min31seg,775,-1,3480,353,3,600,400,0,0,2830,0,671,0,0,0
24_04_2021 02h51min50seg,776,-1,3635,371,3,600,400,0,0,2985,0,699,0,0,0
24_04_2021 02h52min13seg,777,-1,2485,975,49,600,800,0,0,3535,0,55,0,1150,0
24_04_2021 02h52min31seg,778,-1,3595,368,3,600,400,0,0,2945,0,643,0,0,0
24_04_2021 02h52min49seg,779,-1,3605,366,25,600,400,0,0,2955,0,727,0,0,0
24_04_2021 02h53min09seg,780,-1,3980,412,18,600,400,0,0,3330,0,699,0,0,0
24_04_2021 02h53min28seg,781,-1,3195,395,1,600,400,0,0,2995,0,251,0,0,0
24_04_2021 02h53min52seg,782,-1,2725,698,665,600,800,0,0,3075,0,0,0,400,0
24_04_2021 02h54min12seg,783,-1,1985,418,202,600,500,0,0,2835,0,83,0,900,0
24_04_2021 02h54min34seg,784,-1,2975,738,467,700,800,0,0,2875,0,503,0,500,0
24_04_2021 02h54min51seg,785,-1,3330,336,34,600,400,0,0,2680,0,671,0,0,0
24_04_2021 02h55min09seg,786,-1,3575,365,8,600,400,0,0,2925,0,699,0,0,0
24_04_2021 02h55min27seg,787,-1,3450,346,21,600,400,0,0,2800,0,671,0,0,0
24_04_2021 02h55min44seg,788,-1,3150,331,16,600,400,0,0,2600,0,559,0,0,0
24_04_2021 02h56min03seg,789,-1,2960,398,94,600,500,0,0,2960,0,279,0,300,0
24_04_2021 02h56min22seg,790,-1,3600,396,167,600,500,0,0,3050,0,699,0,100,0
24_04_2021 02h56min41seg,791,-1,2225,343,165,600,500,0,0,2475,0,335,0,500,0
24_04_2021 02h57min01seg,792,-1,3225,402,584,600,500,0,0,2975,0,0,0,100,0
24_04_2021 02h57min18seg,793,-1,3055,325,21,600,400,0,0,2555,0,615,0,100,0
24_04_2021 02h57min39seg,794,-1,2120,415,2,600,400,0,0,2570,0,0,0,500,0
24_04_2021 02h57min59seg,795,-1,2485,410,258,600,500,0,0,2685,0,447,0,650,0
24_04_2021 02h58min20seg,796,-1,2705,437,309,600,500,0,0,2705,0,0,0,100,0
24_04_2021 02h58min39seg,797,-1,3855,407,0,600,400,0,0,3255,0,643,0,0,0
24_04_2021 02h58min56seg,798,-1,3095,326,4,600,400,0,0,2545,0,587,0,0,0
24_04_2021 02h59min13seg,799,-1,3265,324,25,600,400,0,0,2615,0,671,0,0,0
24_04_2021 02h59min32seg,800,-1,3785,396,24,600,400,0,0,3185,0,587,0,0,0
24_04_2021 02h59min52seg,801,-1,3280,360,25,600,400,0,0,2880,0,615,0,200,0
24_04_2021 03h00min13seg,802,-1,2825,422,300,600,500,0,0,2975,0,251,0,400,0
24_04_2021 03h00min33seg,803,-1,2900,355,408,600,500,0,0,2600,0,0,0,100,0
24_04_2021 03h00min50seg,804,-1,3310,330,35,600,400,0,0,2660,0,727,0,0,0
24_04_2021 03h01min06seg,805,-1,3250,324,33,600,400,0,0,2600,0,727,0,0,0
24_04_2021 03h01min23seg,806,-1,2895,311,3,600,500,0,0,2395,0,615,0,100,0
24_04_2021 03h01min41seg,807,-1,2190,374,1,600,400,0,0,2690,0,139,0,700,0
24_04_2021 03h02min00seg,808,-1,3350,396,308,600,500,0,0,2950,0,615,0,100,0
24_04_2021 03h02min19seg,809,-1,1485,338,184,600,500,0,0,2235,0,167,0,900,0
24_04_2021 03h02min40seg,810,-1,2270,423,257,600,500,0,0,2870,0,83,0,700,0
24_04_2021 03h02min59seg,811,-1,2010,389,173,600,500,0,0,2460,0,0,0,500,0
24_04_2021 03h03min19seg,812,-1,2795,391,83,600,500,0,0,2895,0,251,0,300,0
24_04_2021 03h03min38seg,813,-1,1675,392,197,650,650,0,0,2075,0,0,0,450,0
24_04_2021 03h03min59seg,814,-1,1815,407,214,600,500,0,0,2465,0,0,0,700,0
24_04_2021 03h04min17seg,815,-1,3505,354,30,600,400,0,0,2855,0,671,0,0,0
24_04_2021 03h04min35seg,816,-1,3515,367,11,600,400,0,0,2915,0,615,0,0,0
24_04_2021 03h04min57seg,817,-1,2945,408,630,600,500,0,0,2995,0,0,0,100,0
24_04_2021 03h05min15seg,818,-1,2735,332,209,600,500,0,0,2485,0,0,0,100,0
24_04_2021 03h05min33seg,819,-1,2500,331,26,600,400,0,0,2500,0,307,0,300,0
24_04_2021 03h05min52seg,820,-1,2410,350,211,600,500,0,0,2360,0,363,0,300,0
24_04_2021 03h06min13seg,821,-1,1990,646,450,600,800,0,0,2340,0,0,0,400,0
24_04_2021 03h06min31seg,822,-1,3380,353,17,600,500,0,0,2830,0,755,0,100,0
24_04_2021 03h06min51seg,823,-1,2835,402,335,600,500,0,0,2935,0,419,0,500,0
24_04_2021 03h07min09seg,824,-1,2940,349,245,600,500,0,0,2540,0,587,0,100,0
24_04_2021 03h07min27seg,825,-1,3505,356,3,600,400,0,0,2855,0,699,0,0,0
24_04_2021 03h07min44seg,826,-1,2770,309,303,600,500,0,0,2320,0,0,0,100,0
24_04_2021 03h08min02seg,827,-1,3230,343,18,600,400,0,0,2680,0,559,0,0,0
24_04_2021 03h08min18seg,828,-1,3260,323,11,600,400,0,0,2610,0,727,0,0,0
24_04_2021 03h08min38seg,829,-1,3300,383,6,600,500,0,0,2900,0,503,0,100,0
24_04_2021 03h08min56seg,830,-1,3650,372,26,600,400,0,0,3000,0,699,0,0,0
24_04_2021 03h09min14seg,831,-1,3505,353,9,600,400,0,0,2855,0,727,0,0,0
24_04_2021 03h09min33seg,832,-1,3705,377,6,600,400,0,0,3055,0,727,0,0,0
24_04_2021 03h09min50seg,833,-1,3155,312,27,600,400,0,0,2505,0,671,0,0,0
24_04_2021 03h10min10seg,834,-1,1535,396,0,600,400,0,0,2585,0,0,0,1100,0
24_04_2021 03h10min30seg,835,-1,1280,769,686,600,800,0,0,1630,0,0,0,400,0
24_04_2021 03h10min48seg,836,-1,3245,335,0,600,400,0,0,2645,0,643,0,0,0
24_04_2021 03h11min06seg,837,-1,3185,356,10,600,400,0,0,2835,0,559,0,200,0
24_04_2021 03h11min25seg,838,-1,2900,373,188,600,500,0,0,2800,0,475,0,300,0
24_04_2021 03h11min46seg,839,-1,3540,434,6,600,500,0,0,3440,0,447,0,300,0
24_04_2021 03h12min08seg,840,-1,2940,407,708,600,500,0,0,2790,0,0,0,100,0
24_04_2021 03h12min29seg,841,-1,3560,422,332,600,500,0,0,3310,0,0,0,100,0
24_04_2021 03h12min47seg,842,-1,1955,375,230,600,500,0,0,2505,0,139,0,700,0
24_04_2021 03h13min06seg,843,-1,3405,373,238,600,500,0,0,2855,0,727,0,100,0
24_04_2021 03h13min23seg,844,-1,3205,317,0,600,400,0,0,2555,0,671,0,0,0
24_04_2021 03h13min41seg,845,-1,3675,377,6,600,400,0,0,3025,0,699,0,0,0
24_04_2021 03h13min59seg,846,-1,3380,340,12,600,400,0,0,2730,0,699,0,0,0
24_04_2021 03h14min17seg,847,-1,3620,370,21,600,400,0,0,2970,0,699,0,0,0
24_04_2021 03h14min35seg,848,-1,3355,336,27,600,400,0,0,2705,0,699,0,0,0
24_04_2021 03h14min52seg,849,-1,3205,316,15,600,400,0,0,2555,0,727,0,0,0
24_04_2021 03h15min09seg,850,-1,3190,334,19,600,400,0,0,2640,0,559,0,0,0
24_04_2021 03h15min30seg,851,-1,1935,420,174,600,500,0,0,2835,0,55,0,1000,0
24_04_2021 03h15min48seg,852,-1,2120,352,174,600,500,0,0,2420,0,167,0,500,0
24_04_2021 03h16min09seg,853,-1,3010,412,319,600,500,0,0,2960,0,251,0,300,0
24_04_2021 03h16min29seg,854,-1,3960,426,91,600,500,0,0,3410,0,671,0,100,0
24_04_2021 03h16min46seg,855,-1,3505,354,30,600,400,0,0,2855,0,671,0,0,0
24_04_2021 03h17min08seg,856,-1,4580,487,17,600,400,0,0,3930,0,727,0,0,0
24_04_2021 03h17min26seg,857,-1,3645,373,24,600,400,0,0,2995,0,643,0,0,0
