time,episode,winLose,score,idle_production_time,idle_worker_time,total_value_units,total_value_structures,killed_value_units,killed_value_structures,collected_minerals,collected_vespene,collection_rate_minerals,collection_rate_vespene,spent_minerals,spent_vespene
24_04_2021 06h13min54seg,1427,-1,3390,355,33,600,500,0,0,2840,0,699,0,100,0
24_04_2021 06h14min11seg,1428,-1,2370,344,3,600,400,0,0,2520,0,223,0,400,0
24_04_2021 06h14min29seg,1429,-1,3245,341,54,600,500,0,0,2695,0,643,0,100,0
24_04_2021 06h14min46seg,1430,-1,3160,319,18,600,400,0,0,2560,0,671,0,0,0
24_04_2021 06h15min05seg,1431,-1,3665,373,15,600,400,0,0,3015,0,699,0,0,0
24_04_2021 06h15min23seg,1432,-1,3700,380,4,600,400,0,0,3050,0,699,0,0,0
24_04_2021 06h15min42seg,1433,-1,2900,362,1,600,500,0,0,2800,0,447,0,300,0
24_04_2021 06h16min01seg,1434,-1,3580,412,339,600,500,0,0,3080,0,587,0,100,0
24_04_2021 06h16min19seg,1435,-1,3125,335,3,600,400,0,0,2575,0,559,0,0,0
24_04_2021 06h16min36seg,1436,-1,3265,324,30,600,400,0,0,2615,0,671,0,0,0
24_04_2021 06h16min55seg,1437,-1,3785,390,34,600,400,0,0,3135,0,671,0,0,0
24_04_2021 06h17min12seg,1438,-1,3255,324,29,600,400,0,0,2605,0,671,0,0,0
24_04_2021 06h17min30seg,1439,-1,3545,358,21,600,400,0,0,2895,0,671,0,0,0
24_04_2021 06h17min49seg,1440,-1,3720,385,19,600,400,0,0,3120,0,727,0,0,0
24_04_2021 06h18min06seg,1441,-1,3245,335,0,600,400,0,0,2645,0,643,0,0,0
24_04_2021 06h18min25seg,1442,-1,2470,395,2,600,400,0,0,2870,0,223,0,600,0
24_04_2021 06h18min43seg,1443,-1,2935,345,293,600,500,0,0,2535,0,587,0,200,0
24_04_2021 06h19min02seg,1444,-1,2650,384,239,600,500,0,0,2800,0,251,0,400,0
24_04_2021 06h19min23seg,1445,-1,3205,441,372,600,500,0,0,3105,0,447,0,400,0
24_04_2021 06h19min43seg,1446,-1,2995,387,108,600,500,0,0,2995,0,503,0,400,0
24_04_2021 06h20min03seg,1447,-1,2170,416,226,600,500,0,0,2720,0,0,0,600,0
24_04_2021 06h20min23seg,1448,-1,2085,405,272,600,500,0,0,2735,0,139,0,800,0
24_04_2021 06h20min44seg,1449,-1,2405,709,1032,600,800,0,0,2455,0,0,0,400,0
24_04_2021 06h21min04seg,1450,-1,3880,410,9,600,400,0,0,3280,0,615,0,0,0
24_04_2021 06h21min22seg,1451,-1,3410,345,25,600,400,0,0,2760,0,643,0,0,0
24_04_2021 06h21min39seg,1452,-1,2940,341,7,600,500,0,0,2540,0,531,0,100,0
24_04_2021 06h21min56seg,1453,-1,3395,340,19,600,400,0,0,2745,0,727,0,0,0
24_04_2021 06h22min16seg,1454,-1,2205,409,218,600,500,0,0,2805,0,83,0,700,0
24_04_2021 06h22min35seg,1455,-1,2270,375,270,600,500,0,0,2570,0,195,0,500,0
24_04_2021 06h22min57seg,1456,-1,4125,468,313,600,500,0,0,3575,0,699,0,100,0
24_04_2021 06h23min13seg,1457,-1,3075,301,21,600,400,0,0,2425,0,699,0,0,0
24_04_2021 06h23min31seg,1458,-1,3380,339,27,600,400,0,0,2730,0,699,0,0,0
24_04_2021 06h23min52seg,1459,-1,2225,468,272,600,500,0,0,3075,0,0,0,900,0
24_04_2021 06h24min11seg,1460,-1,3875,399,26,600,400,0,0,3225,0,671,0,0,0
24_04_2021 06h24min28seg,1461,-1,3260,322,12,600,400,0,0,2610,0,727,0,0,0
24_04_2021 06h24min49seg,1462,-1,3950,425,21,600,500,0,0,3400,0,699,0,100,0
24_04_2021 06h25min08seg,1463,-1,1975,387,88,600,500,0,0,2425,0,0,0,500,0
24_04_2021 06h25min28seg,1464,-1,3865,416,26,600,500,0,0,3315,0,671,0,100,0
24_04_2021 06h25min46seg,1465,-1,3455,346,18,600,400,0,0,2805,0,727,0,0,0
24_04_2021 06h26min03seg,1466,-1,2420,352,11,600,500,0,0,2520,0,391,0,500,0
24_04_2021 06h26min20seg,1467,-1,3070,301,16,600,400,0,0,2420,0,699,0,0,0
24_04_2021 06h26min38seg,1468,-1,3465,350,9,600,400,0,0,2815,0,727,0,0,0
24_04_2021 06h26min57seg,1469,-1,3620,370,21,600,400,0,0,2970,0,699,0,0,0
24_04_2021 06h27min16seg,1470,-1,3600,373,16,600,400,0,0,3000,0,643,0,0,0
24_04_2021 06h27min33seg,1471,-1,3335,333,32,600,400,0,0,2685,0,727,0,0,0
24_04_2021 06h27min52seg,1472,-1,3695,378,33,600,400,0,0,3045,0,699,0,0,0
24_04_2021 06h28min12seg,1473,-1,4090,426,26,600,400,0,0,3440,0,671,0,0,0
24_04_2021 06h28min29seg,1474,-1,3360,335,2,600,400,0,0,2710,0,699,0,0,0
24_04_2021 06h28min45seg,1475,-1,3265,324,25,600,400,0,0,2615,0,671,0,0,0
24_04_2021 06h29min04seg,1476,-1,3745,383,6,600,400,0,0,3095,0,699,0,0,0
24_04_2021 06h29min21seg,1477,-1,3505,356,3,600,400,0,0,2855,0,699,0,0,0
24_04_2021 06h29min41seg,1478,-1,4065,425,10,600,400,0,0,3415,0,727,0,0,0
24_04_2021 06h29min57seg,1479,-1,3040,296,8,600,400,0,0,2390,0,727,0,0,0
24_04_2021 06h30min16seg,1480,-1,3250,372,231,600,500,0,0,2750,0,615,0,100,0
24_04_2021 06h30min35seg,1481,-1,1810,397,181,600,500,0,0,2560,0,0,0,800,0
24_04_2021 06h30min54seg,1482,-1,3140,352,315,600,500,0,0,2590,0,643,0,100,0
24_04_2021 06h31min13seg,1483,-1,3010,389,103,600,500,0,0,2910,0,363,0,200,0
24_04_2021 06h31min32seg,1484,-1,3520,384,146,600,500,0,0,2970,0,727,0,100,0
24_04_2021 06h31min51seg,1485,-1,3945,409,18,600,400,0,0,3295,0,699,0,0,0
24_04_2021 06h32min08seg,1486,-1,3165,334,12,600,400,0,0,2615,0,587,0,0,0
24_04_2021 06h32min25seg,1487,-1,3360,337,19,600,400,0,0,2710,0,699,0,0,0
24_04_2021 06h32min45seg,1488,-1,4105,435,30,600,400,0,0,3505,0,615,0,0,0
24_04_2021 06h33min02seg,1489,-1,3515,353,0,600,400,0,0,2865,0,699,0,0,0
24_04_2021 06h33min21seg,1490,-1,2995,374,53,600,500,0,0,2895,0,531,0,400,0
24_04_2021 06h33min41seg,1491,-1,1600,459,128,600,650,0,0,1950,0,0,0,400,0
24_04_2021 06h33min59seg,1492,-1,3435,366,112,600,500,0,0,2885,0,727,0,100,0
24_04_2021 06h34min16seg,1493,-1,3210,338,3,600,400,0,0,2660,0,531,0,0,0
24_04_2021 06h34min36seg,1494,-1,3680,377,1,600,400,0,0,3030,0,699,0,0,0
24_04_2021 06h34min55seg,1495,-1,3440,370,16,600,400,0,0,2940,0,587,0,0,0
24_04_2021 06h35min12seg,1496,-1,3175,325,17,600,400,0,0,2575,0,615,0,0,0
24_04_2021 06h35min29seg,1497,-1,3360,337,19,600,400,0,0,2710,0,699,0,0,0
24_04_2021 06h35min47seg,1498,-1,3535,374,4,600,400,0,0,2985,0,587,0,0,0
24_04_2021 06h36min09seg,1499,-1,4480,480,26,600,400,0,0,3880,0,643,0,0,0
24_04_2021 06h36min28seg,1500,-1,3975,414,30,600,400,0,0,3325,0,671,0,0,0
24_04_2021 06h36min47seg,1501,-1,3650,375,31,600,400,0,0,3000,0,671,0,0,0
24_04_2021 06h37min06seg,1502,-1,2765,377,175,600,500,0,0,2715,0,475,0,400,0
24_04_2021 06h37min24seg,1503,-1,3495,352,19,600,400,0,0,2845,0,699,0,0,0
24_04_2021 06h37min47seg,1504,-1,4630,542,317,600,500,0,0,4130,0,615,0,100,0
24_04_2021 06h38min07seg,1505,-1,2945,414,325,600,500,0,0,2945,0,223,0,100,0
24_04_2021 06h38min24seg,1506,-1,3450,347,9,600,400,0,0,2800,0,699,0,0,0
24_04_2021 06h38min43seg,1507,-1,3650,379,15,600,400,0,0,3050,0,643,0,0,0
24_04_2021 06h39min00seg,1508,-1,3155,314,12,600,400,0,0,2505,0,699,0,0,0
24_04_2021 06h39min16seg,1509,-1,3295,328,17,600,400,0,0,2645,0,699,0,0,0
24_04_2021 06h39min35seg,1510,-1,2960,349,338,600,500,0,0,2610,0,0,0,100,0
24_04_2021 06h39min53seg,1511,-1,1980,353,227,600,500,0,0,2430,0,251,0,700,0
24_04_2021 06h40min11seg,1512,-1,3380,340,19,600,400,0,0,2730,0,699,0,0,0
24_04_2021 06h40min30seg,1513,-1,3420,391,9,600,400,0,0,3070,0,503,0,0,0
24_04_2021 06h40min50seg,1514,-1,3760,404,0,600,400,0,0,3210,0,615,0,0,0
24_04_2021 06h41min08seg,1515,-1,3445,361,18,600,400,0,0,2845,0,587,0,0,0
24_04_2021 06h41min25seg,1516,-1,3225,319,21,600,400,0,0,2575,0,699,0,0,0
24_04_2021 06h41min45seg,1517,-1,3215,460,163,600,500,0,0,3315,0,55,0,200,0
24_04_2021 06h42min06seg,1518,-1,3495,444,437,600,500,0,0,3145,0,0,0,100,0
24_04_2021 06h42min23seg,1519,-1,3430,345,0,600,400,0,0,2780,0,643,0,0,0
24_04_2021 06h42min41seg,1520,-1,3500,355,21,600,400,0,0,2850,0,643,0,0,0
24_04_2021 06h42min58seg,1521,-1,3300,328,13,600,400,0,0,2650,0,671,0,0,0
24_04_2021 06h43min18seg,1522,-1,2735,363,379,600,500,0,0,2785,0,0,0,100,0
24_04_2021 06h43min36seg,1523,-1,1895,329,158,600,500,0,0,2145,0,0,0,300,0
24_04_2021 06h43min54seg,1524,-1,3085,354,210,600,500,0,0,2585,0,559,0,100,0
24_04_2021 06h44min12seg,1525,-1,3505,356,9,600,400,0,0,2855,0,699,0,0,0
24_04_2021 06h44min30seg,1526,-1,3260,335,10,600,400,0,0,2660,0,643,0,0,0
24_04_2021 06h44min47seg,1527,-1,3405,351,22,600,400,0,0,2805,0,643,0,0,0
24_04_2021 06h45min06seg,1528,-1,1465,352,207,600,500,0,0,2215,0,27,0,800,0
24_04_2021 06h45min22seg,1529,-1,2815,313,230,600,500,0,0,2315,0,643,0,100,0
24_04_2021 06h45min40seg,1530,-1,3300,329,3,600,400,0,0,2650,0,699,0,0,0
24_04_2021 06h45min58seg,1531,-1,3395,354,26,600,400,0,0,2845,0,671,0,0,0
24_04_2021 06h46min15seg,1532,-1,3310,329,3,600,400,0,0,2660,0,699,0,0,0
24_04_2021 06h46min31seg,1533,-1,3055,300,31,600,400,0,0,2405,0,615,0,0,0
24_04_2021 06h46min50seg,1534,-1,2320,384,6,600,500,0,0,2720,0,139,0,500,0
24_04_2021 06h47min09seg,1535,-1,3210,370,235,600,500,0,0,2710,0,643,0,100,0
24_04_2021 06h47min25seg,1536,-1,3220,322,18,600,400,0,0,2570,0,671,0,0,0
24_04_2021 06h47min44seg,1537,-1,3700,379,12,600,400,0,0,3050,0,671,0,0,0
24_04_2021 06h48min02seg,1538,-1,3640,370,18,600,400,0,0,2990,0,699,0,0,0
24_04_2021 06h48min21seg,1539,-1,3400,380,1,600,400,0,0,3000,0,475,0,0,0
24_04_2021 06h48min39seg,1540,-1,3315,363,27,600,400,0,0,2815,0,503,0,0,0
24_04_2021 06h48min55seg,1541,-1,3195,318,1,600,400,0,0,2545,0,671,0,0,0
24_04_2021 06h49min13seg,1542,-1,3350,337,22,600,400,0,0,2700,0,727,0,0,0
24_04_2021 06h49min31seg,1543,-1,3800,392,3,600,400,0,0,3150,0,699,0,0,0
24_04_2021 06h49min48seg,1544,-1,3170,315,35,600,400,0,0,2520,0,643,0,0,0
24_04_2021 06h50min05seg,1545,-1,3065,302,9,600,400,0,0,2415,0,727,0,0,0
24_04_2021 06h50min22seg,1546,-1,3450,346,21,600,400,0,0,2800,0,699,0,0,0
24_04_2021 06h50min40seg,1547,-1,2805,324,513,600,500,0,0,2405,0,0,0,100,0
24_04_2021 06h50min58seg,1548,-1,3015,349,205,600,500,0,0,2565,0,615,0,100,0
24_04_2021 06h51min17seg,1549,-1,1970,359,182,600,500,0,0,2370,0,83,0,500,0
24_04_2021 06h51min38seg,1550,-1,2605,437,60,600,500,0,0,3205,0,167,0,800,0
24_04_2021 06h51min57seg,1551,-1,3435,366,56,600,500,0,0,2935,0,727,0,100,0
24_04_2021 06h52min16seg,1552,-1,3125,378,275,600,500,0,0,2775,0,587,0,200,0
24_04_2021 06h52min33seg,1553,-1,3370,338,12,600,400,0,0,2720,0,671,0,0,0
24_04_2021 06h52min49seg,1554,-1,3130,308,0,600,400,0,0,2480,0,699,0,0,0
24_04_2021 06h53min07seg,1555,-1,2100,366,5,600,400,0,0,2650,0,139,0,700,0
24_04_2021 06h53min25seg,1556,-1,2965,333,343,600,500,0,0,2465,0,0,0,100,0
24_04_2021 06h53min43seg,1557,-1,2120,344,230,600,500,0,0,2320,0,55,0,300,0
24_04_2021 06h54min02seg,1558,-1,3225,349,139,600,500,0,0,2675,0,671,0,100,0
24_04_2021 06h54min23seg,1559,-1,1830,851,756,600,800,0,0,2330,0,0,0,550,0
24_04_2021 06h54min44seg,1560,-1,2425,358,431,600,500,0,0,2325,0,391,0,400,0
24_04_2021 06h55min04seg,1561,-1,3025,327,30,600,400,0,0,2525,0,587,0,0,0
24_04_2021 06h55min22seg,1562,-1,3015,313,17,600,400,0,0,2465,0,587,0,0,0
24_04_2021 06h55min39seg,1563,-1,3270,325,12,600,400,0,0,2620,0,699,0,0,0
24_04_2021 06h56min00seg,1564,-1,4160,435,30,600,400,0,0,3510,0,671,0,0,0
24_04_2021 06h56min21seg,1565,-1,3650,372,24,600,400,0,0,3000,0,699,0,0,0
24_04_2021 06h56min43seg,1566,-1,1120,527,1035,800,800,50,0,1570,0,0,0,600,0
24_04_2021 06h57min03seg,1567,-1,3985,413,2,600,400,0,0,3335,0,671,0,0,0
24_04_2021 06h57min23seg,1568,-1,2420,411,0,600,400,0,0,2870,0,27,0,500,0
24_04_2021 06h57min46seg,1569,-1,2740,883,1095,600,800,0,0,2890,0,167,0,400,0
24_04_2021 06h58min04seg,1570,-1,3255,369,18,600,400,0,0,2855,0,531,0,100,0
24_04_2021 06h58min25seg,1571,-1,3000,428,314,600,500,0,0,3050,0,363,0,400,0
24_04_2021 06h58min43seg,1572,-1,2915,323,211,600,500,0,0,2415,0,671,0,100,0
24_04_2021 06h59min06seg,1573,-1,1915,506,0,600,400,0,0,2965,0,0,0,1100,0
24_04_2021 06h59min26seg,1574,-1,3045,359,196,600,500,0,0,2645,0,111,0,100,0
24_04_2021 06h59min47seg,1575,-1,4045,419,9,600,400,0,0,3395,0,699,0,0,0
24_04_2021 07h00min04seg,1576,-1,3265,324,24,600,400,0,0,2615,0,671,0,0,0
24_04_2021 07h00min22seg,1577,-1,3435,345,33,600,400,0,0,2785,0,643,0,0,0
24_04_2021 07h00min42seg,1578,-1,3810,390,24,600,400,0,0,3160,0,727,0,0,0
24_04_2021 07h01min01seg,1579,-1,3505,375,27,600,400,0,0,3005,0,587,0,100,0
24_04_2021 07h01min21seg,1580,-1,2595,515,171,600,650,0,0,2745,0,307,0,400,0
24_04_2021 07h01min41seg,1581,-1,3595,404,106,600,500,0,0,3095,0,699,0,100,0
24_04_2021 07h02min01seg,1582,-1,1935,376,206,600,500,0,0,2435,0,279,0,800,0
24_04_2021 07h02min19seg,1583,-1,3410,343,19,600,400,0,0,2760,0,699,0,0,0
24_04_2021 07h02min38seg,1584,-1,3605,369,31,600,400,0,0,2955,0,643,0,0,0
24_04_2021 07h02min56seg,1585,-1,3205,320,9,600,400,0,0,2555,0,671,0,0,0
24_04_2021 07h03min16seg,1586,-1,3295,397,53,600,500,0,0,2945,0,447,0,100,0
24_04_2021 07h03min35seg,1587,-1,3690,376,13,600,400,0,0,3040,0,699,0,0,0
24_04_2021 07h03min53seg,1588,-1,3385,342,26,600,400,0,0,2735,0,699,0,0,0
24_04_2021 07h04min11seg,1589,-1,3260,323,1,600,400,0,0,2610,0,671,0,0,0
24_04_2021 07h04min32seg,1590,-1,2265,391,177,600,500,0,0,2465,0,0,0,250,0
24_04_2021 07h04min56seg,1591,-1,3960,1095,245,600,800,0,0,3710,0,0,0,400,0
24_04_2021 07h05min15seg,1592,-1,2340,375,141,600,500,0,0,2390,0,0,0,100,0
24_04_2021 07h05min34seg,1593,-1,3475,353,6,600,400,0,0,2825,0,671,0,0,0
24_04_2021 07h05min55seg,1594,-1,3650,374,10,600,400,0,0,3000,0,699,0,0,0
24_04_2021 07h06min14seg,1595,-1,3600,373,20,600,400,0,0,3000,0,699,0,0,0
24_04_2021 07h06min32seg,1596,-1,3230,349,15,600,400,0,0,2780,0,615,0,100,0
24_04_2021 07h06min53seg,1597,-1,2290,697,733,600,800,0,0,2540,0,195,0,600,0
24_04_2021 07h07min14seg,1598,-1,3280,350,84,600,500,0,0,2730,0,671,0,100,0
24_04_2021 07h07min32seg,1599,-1,3265,325,21,600,400,0,0,2615,0,671,0,0,0
24_04_2021 07h07min52seg,1600,-1,3800,392,0,600,400,0,0,3150,0,671,0,0,0
24_04_2021 07h08min10seg,1601,-1,3385,341,9,600,400,0,0,2735,0,699,0,0,0
24_04_2021 07h08min30seg,1602,-1,3490,389,3,600,400,0,0,2990,0,531,0,0,0
24_04_2021 07h08min48seg,1603,-1,3415,343,12,600,400,0,0,2765,0,755,0,0,0
24_04_2021 07h09min08seg,1604,-1,3855,397,17,600,400,0,0,3205,0,727,0,0,0
24_04_2021 07h09min26seg,1605,-1,3640,370,15,600,400,0,0,2990,0,699,0,0,0
24_04_2021 07h09min43seg,1606,-1,3195,315,32,600,400,0,0,2545,0,727,0,0,0
24_04_2021 07h10min07seg,1607,-1,3150,429,324,600,500,0,0,3200,0,475,0,500,0
24_04_2021 07h10min28seg,1608,-1,3935,461,365,600,500,0,0,3435,0,615,0,100,0
24_04_2021 07h10min46seg,1609,-1,2915,346,169,600,500,0,0,2565,0,475,0,100,0
24_04_2021 07h11min04seg,1610,-1,3495,360,33,600,400,0,0,2895,0,699,0,0,0
24_04_2021 07h11min27seg,1611,-1,3465,351,25,600,400,0,0,2815,0,699,0,0,0
24_04_2021 07h11min47seg,1612,-1,3500,355,13,600,400,0,0,2850,0,671,0,0,0
24_04_2021 07h12min03seg,1613,-1,3160,313,18,600,400,0,0,2510,0,699,0,0,0
24_04_2021 07h12min21seg,1614,-1,3260,327,31,600,400,0,0,2610,0,671,0,0,0
24_04_2021 07h12min40seg,1615,-1,3665,375,29,600,400,0,0,3015,0,643,0,0,0
24_04_2021 07h13min00seg,1616,-1,4065,423,24,600,400,0,0,3415,0,671,0,0,0
24_04_2021 07h13min19seg,1617,-1,1870,354,2,600,400,0,0,2470,0,83,0,700,0
24_04_2021 07h13min37seg,1618,-1,3175,365,279,600,500,0,0,2675,0,587,0,100,0
24_04_2021 07h13min54seg,1619,-1,3205,316,13,600,400,0,0,2555,0,699,0,0,0
24_04_2021 07h14min12seg,1620,-1,3635,379,15,600,400,0,0,3035,0,615,0,0,0
24_04_2021 07h14min29seg,1621,-1,2915,306,28,600,400,0,0,2365,0,559,0,0,0
24_04_2021 07h14min48seg,1622,-1,3600,380,3,600,500,0,0,3050,0,699,0,100,0
24_04_2021 07h15min05seg,1623,-1,3215,319,20,600,400,0,0,2565,0,699,0,0,0
24_04_2021 07h15min23seg,1624,-1,3680,375,31,600,400,0,0,3030,0,671,0,0,0
24_04_2021 07h15min44seg,1625,-1,3010,390,16,600,400,0,0,2960,0,447,0,400,0
24_04_2021 07h16min04seg,1626,-1,3255,363,195,600,500,0,0,2855,0,0,0,100,0
24_04_2021 07h16min23seg,1627,-1,2605,312,164,600,500,0,0,2305,0,363,0,200,0
24_04_2021 07h16min42seg,1628,-1,3350,361,167,600,500,0,0,2800,0,699,0,100,0
24_04_2021 07h17min00seg,1629,-1,3525,359,10,600,400,0,0,2875,0,671,0,0,0
24_04_2021 07h17min17seg,1630,-1,3135,309,25,600,400,0,0,2485,0,727,0,0,0
24_04_2021 07h17min35seg,1631,-1,3135,309,33,600,400,0,0,2485,0,699,0,0,0
24_04_2021 07h17min52seg,1632,-1,2920,317,51,600,500,0,0,2420,0,643,0,100,0
24_04_2021 07h18min13seg,1633,-1,3645,381,27,600,400,0,0,3045,0,615,0,0,0
24_04_2021 07h18min38seg,1634,-1,2850,476,277,600,500,0,0,3250,0,111,0,500,0
24_04_2021 07h19min00seg,1635,-1,2490,444,292,600,500,0,0,2940,0,195,0,600,0
24_04_2021 07h19min22seg,1636,-1,3475,399,293,600,500,0,0,2975,0,587,0,100,0
24_04_2021 07h19min43seg,1637,-1,3165,374,28,600,500,0,0,2815,0,559,0,200,0
24_04_2021 07h20min03seg,1638,-1,2425,363,205,600,500,0,0,2575,0,447,0,600,0
24_04_2021 07h20min25seg,1639,-1,2755,385,541,600,500,0,0,2605,0,195,0,400,0
24_04_2021 07h20min45seg,1640,-1,3385,386,82,600,500,0,0,2985,0,587,0,200,0
24_04_2021 07h21min04seg,1641,-1,2765,329,460,600,500,0,0,2415,0,0,0,100,0
24_04_2021 07h21min28seg,1642,-1,3015,521,1042,750,650,50,0,3065,0,0,0,550,0
24_04_2021 07h21min50seg,1643,-1,1790,743,701,600,800,0,0,2340,0,0,0,600,0
24_04_2021 07h22min13seg,1644,-1,1745,1000,1014,600,800,0,0,1995,0,0,0,400,0
24_04_2021 07h22min31seg,1645,-1,3395,340,19,600,400,0,0,2745,0,727,0,0,0
24_04_2021 07h22min50seg,1646,-1,3395,342,31,600,400,0,0,2745,0,671,0,0,0
24_04_2021 07h23min09seg,1647,-1,3865,397,18,600,400,0,0,3215,0,699,0,0,0
24_04_2021 07h23min28seg,1648,-1,3265,325,17,600,400,0,0,2615,0,671,0,0,0
24_04_2021 07h23min47seg,1649,-1,3440,348,25,600,400,0,0,2790,0,671,0,0,0
24_04_2021 07h24min07seg,1650,-1,1965,369,59,600,500,0,0,2565,0,111,0,700,0
24_04_2021 07h24min24seg,1651,-1,2440,312,19,600,500,0,0,2140,0,419,0,100,0
24_04_2021 07h24min46seg,1652,-1,3050,399,146,600,500,0,0,3000,0,0,0,100,0
24_04_2021 07h25min04seg,1653,-1,3085,363,197,600,500,0,0,2735,0,671,0,250,0
24_04_2021 07h25min25seg,1654,-1,4085,425,6,600,400,0,0,3435,0,727,0,0,0
24_04_2021 07h25min42seg,1655,-1,3190,338,6,600,400,0,0,2640,0,559,0,0,0
24_04_2021 07h26min01seg,1656,-1,3495,361,21,600,400,0,0,2895,0,615,0,0,0
24_04_2021 07h26min18seg,1657,-1,3190,345,22,600,400,0,0,2690,0,559,0,0,0
24_04_2021 07h26min37seg,1658,-1,3785,389,4,600,400,0,0,3135,0,671,0,0,0
24_04_2021 07h26min55seg,1659,-1,3710,379,20,600,400,0,0,3060,0,699,0,0,0
24_04_2021 07h27min13seg,1660,-1,3385,339,33,600,400,0,0,2735,0,671,0,0,0
24_04_2021 07h27min36seg,1661,-1,4395,465,32,600,400,0,0,3745,0,671,0,0,0
24_04_2021 07h27min54seg,1662,-1,3300,343,18,600,400,0,0,2750,0,643,0,0,0
24_04_2021 07h28min13seg,1663,-1,3510,356,4,600,400,0,0,2860,0,699,0,0,0
24_04_2021 07h28min32seg,1664,-1,3650,373,21,600,400,0,0,3000,0,671,0,0,0
24_04_2021 07h28min50seg,1665,-1,2340,323,56,600,500,0,0,2440,0,419,0,500,0
24_04_2021 07h29min08seg,1666,-1,3045,347,237,600,500,0,0,2545,0,615,0,100,0
24_04_2021 07h29min29seg,1667,-1,3940,408,0,600,400,0,0,3290,0,699,0,0,0
24_04_2021 07h29min48seg,1668,-1,3405,344,12,600,400,0,0,2755,0,699,0,0,0
24_04_2021 07h30min08seg,1669,-1,3700,379,14,600,400,0,0,3050,0,671,0,0,0
24_04_2021 07h30min27seg,1670,-1,3650,375,0,600,400,0,0,3000,0,671,0,0,0
24_04_2021 07h30min48seg,1671,-1,3590,437,56,600,500,0,0,3440,0,223,0,300,0
24_04_2021 07h31min09seg,1672,-1,4135,432,34,600,400,0,0,3485,0,699,0,0,0
24_04_2021 07h31min30seg,1673,-1,3780,426,20,600,400,0,0,3280,0,531,0,0,0
24_04_2021 07h31min51seg,1674,-1,2845,414,3,600,400,0,0,3045,0,139,0,300,0
24_04_2021 07h32min13seg,1675,-1,2170,409,222,600,500,0,0,2620,0,0,0,500,0
24_04_2021 07h32min31seg,1676,-1,3055,301,21,600,400,0,0,2405,0,671,0,0,0
24_04_2021 07h32min51seg,1677,-1,3380,375,177,600,500,0,0,2880,0,615,0,100,0
24_04_2021 07h33min09seg,1678,-1,3240,350,9,600,500,0,0,2740,0,671,0,100,0
24_04_2021 07h33min28seg,1679,-1,3360,338,3,600,400,0,0,2710,0,615,0,0,0
24_04_2021 07h33min50seg,1680,-1,1925,829,740,600,800,0,0,2275,0,0,0,400,0
24_04_2021 07h34min09seg,1681,-1,2875,312,126,600,500,0,0,2375,0,587,0,100,0
24_04_2021 07h34min31seg,1682,-1,3180,384,242,600,500,0,0,2830,0,643,0,200,0
24_04_2021 07h34min53seg,1683,-1,1605,844,1214,600,800,0,0,1905,0,0,0,400,0
24_04_2021 07h35min15seg,1684,-1,2290,905,1068,600,800,0,0,2590,0,0,0,500,0
24_04_2021 07h35min37seg,1685,-1,3925,442,169,600,500,0,0,3425,0,671,0,100,0
24_04_2021 07h35min57seg,1686,-1,3530,409,317,600,500,0,0,3030,0,615,0,100,0
24_04_2021 07h36min20seg,1687,-1,3165,475,0,600,400,0,0,3115,0,0,0,0,0
24_04_2021 07h36min39seg,1688,-1,3710,381,28,600,400,0,0,3060,0,671,0,0,0
24_04_2021 07h36min57seg,1689,-1,3395,341,7,600,400,0,0,2745,0,699,0,0,0
24_04_2021 07h37min15seg,1690,-1,3380,340,21,600,400,0,0,2730,0,699,0,0,0
24_04_2021 07h37min35seg,1691,-1,3770,388,14,600,400,0,0,3120,0,671,0,0,0
24_04_2021 07h37min54seg,1692,-1,3520,363,28,600,400,0,0,2920,0,699,0,0,0
24_04_2021 07h38min13seg,1693,-1,3685,384,33,600,400,0,0,3085,0,727,0,0,0
24_04_2021 07h38min33seg,1694,-1,3640,391,13,600,400,0,0,3090,0,615,0,0,0
24_04_2021 07h38min53seg,1695,-1,3765,386,8,600,400,0,0,3115,0,671,0,0,0
24_04_2021 07h39min12seg,1696,-1,3230,323,9,600,400,0,0,2580,0,699,0,0,0
24_04_2021 07h39min34seg,1697,-1,3715,380,3,600,400,0,0,3065,0,699,0,0,0
24_04_2021 07h39min53seg,1698,-1,3600,366,33,600,400,0,0,2950,0,699,0,0,0
24_04_2021 07h40min13seg,1699,-1,3940,407,2,600,400,0,0,3290,0,699,0,0,0
24_04_2021 07h40min32seg,1700,-1,3770,394,16,600,400,0,0,3170,0,671,0,0,0
24_04_2021 07h40min55seg,1701,-1,3550,372,25,600,400,0,0,3000,0,643,0,0,0
24_04_2021 07h41min19seg,1702,-1,3340,335,7,600,400,0,0,2690,0,699,0,0,0
24_04_2021 07h41min37seg,1703,-1,3265,328,20,600,400,0,0,2615,0,643,0,0,0
24_04_2021 07h41min57seg,1704,-1,3550,359,4,600,400,0,0,2900,0,699,0,0,0
24_04_2021 07h42min14seg,1705,-1,3180,332,8,600,400,0,0,2630,0,559,0,0,0
24_04_2021 07h42min35seg,1706,-1,3695,378,30,600,400,0,0,3045,0,699,0,0,0
24_04_2021 07h42min52seg,1707,-1,3100,305,10,600,400,0,0,2450,0,671,0,0,0
24_04_2021 07h43min11seg,1708,-1,2790,354,143,600,500,0,0,2640,0,419,0,300,0
24_04_2021 07h43min30seg,1709,-1,3410,343,17,600,400,0,0,2760,0,727,0,0,0
