time,episode,winLose,score,idle_production_time,idle_worker_time,total_value_units,total_value_structures,killed_value_units,killed_value_structures,collected_minerals,collected_vespene,collection_rate_minerals,collection_rate_vespene,spent_minerals,spent_vespene,StepsInEpisode
27_04_2021 00h07min12seg,799,-1,5075,492,5,650,400,0,0,4425,0,727,0,50,0,8160
27_04_2021 00h08min18seg,800,-1,7009,2378,2602,2425,1450,1300,0,7690,1044,0,0,2775,100,17020
27_04_2021 00h08min49seg,801,-1,6210,571,3,800,400,0,0,5660,0,727,0,200,0,10320
27_04_2021 00h09min21seg,802,-1,5873,654,93,600,475,0,0,5130,168,279,22,75,0,10620
27_04_2021 00h10min18seg,803,-1,5945,2322,5175,800,1150,0,0,6295,0,0,0,950,0,15920
27_04_2021 00h10min47seg,804,-1,5585,620,7,600,400,0,0,5035,0,615,0,0,0,9940
27_04_2021 00h11min15seg,805,-1,5525,619,3,600,400,0,0,4975,0,559,0,0,0,9920
27_04_2021 00h11min42seg,806,-1,5199,466,151,750,475,0,0,4380,344,167,0,325,0,8480
27_04_2021 00h12min11seg,807,-1,5520,352,1129,1100,700,0,0,5220,0,0,0,800,0,8920
27_04_2021 00h12min51seg,808,-1,5230,1805,5855,1100,1050,0,0,5580,0,0,0,1150,0,11560
27_04_2021 00h13min23seg,809,-1,5015,1681,1735,800,1025,0,0,5020,20,0,0,825,0,9880
27_04_2021 00h13min47seg,810,-1,4630,490,3,600,400,0,0,3980,0,671,0,0,0,7860
27_04_2021 00h14min16seg,811,-1,5915,646,12,600,400,0,0,5265,0,671,0,0,0,10380
27_04_2021 00h14min44seg,812,-1,5075,454,533,750,700,0,0,4925,0,0,0,550,0,8640
27_04_2021 00h15min19seg,813,-1,3320,1529,3595,900,1150,0,0,4220,0,0,0,1350,0,10300
27_04_2021 00h15min56seg,814,-1,5990,577,2162,1000,850,0,0,6340,0,0,0,1150,0,11500
27_04_2021 00h16min29seg,815,-1,5379,632,748,650,775,0,0,4840,264,0,0,425,0,10940
27_04_2021 00h17min21seg,816,-1,7995,962,133,600,550,0,0,6685,1160,0,0,150,0,15700
27_04_2021 00h17min55seg,817,-1,5155,470,1012,1100,700,0,0,5405,0,0,0,1200,0,10780
27_04_2021 00h18min20seg,818,-1,5615,470,9,750,400,0,0,4965,0,811,0,150,0,8360
27_04_2021 00h18min45seg,819,-1,4855,476,14,750,400,0,0,4305,0,783,0,150,0,8460
27_04_2021 00h19min11seg,820,-1,5550,480,10,750,400,0,0,5100,0,671,0,150,0,8520
27_04_2021 00h19min38seg,821,-1,4842,474,154,700,475,0,0,4075,192,139,0,175,0,8340
27_04_2021 00h20min08seg,822,-1,6170,573,11,750,400,0,0,5520,0,867,0,150,0,10000
27_04_2021 00h20min35seg,823,-1,5495,466,139,750,400,0,0,4920,0,223,0,225,0,8460
27_04_2021 00h21min08seg,824,-1,5761,635,417,650,775,0,0,4750,736,0,0,425,0,10960
27_04_2021 00h21min33seg,825,-1,4720,431,6,800,400,0,0,4320,0,587,0,200,0,8200
27_04_2021 00h22min06seg,826,-1,3626,1593,2518,750,1225,0,0,3965,136,0,0,1175,0,9860
27_04_2021 00h22min37seg,827,-1,2150,1276,2776,600,1150,0,0,2500,0,0,0,750,0,9720
27_04_2021 00h23min03seg,828,-1,5353,455,118,750,475,0,0,4450,328,363,22,225,0,8260
27_04_2021 00h24min14seg,829,-1,7481,851,2293,2050,1125,1075,0,7970,1536,0,0,2325,0,19680
27_04_2021 00h24min39seg,830,-1,5250,444,11,750,400,0,0,4600,0,839,0,150,0,7940
27_04_2021 00h25min07seg,831,-1,4148,382,905,900,775,0,0,3715,208,0,0,675,0,8640
27_04_2021 00h25min36seg,832,-1,5825,645,9,600,400,0,0,5250,0,643,0,75,0,10360
27_04_2021 00h26min04seg,833,-1,3844,522,261,600,575,0,0,3825,344,0,0,625,0,9120
27_04_2021 00h26min35seg,834,-1,5320,633,521,600,700,0,0,4970,0,0,0,300,0,10660
27_04_2021 00h27min06seg,835,-1,5652,332,880,1150,675,0,0,4975,352,0,0,825,0,8980
27_04_2021 00h27min31seg,836,-1,4517,456,240,700,475,0,0,3760,332,0,0,175,0,8260
27_04_2021 00h28min02seg,837,-1,5757,640,96,600,475,0,0,4750,432,223,22,75,0,10400
27_04_2021 00h28min28seg,838,-1,5577,472,137,750,475,0,0,4650,352,195,22,225,0,8540
27_04_2021 00h28min57seg,839,-1,5825,635,5,600,400,0,0,5175,0,727,0,0,0,10180
27_04_2021 00h29min21seg,840,-1,4860,518,10,600,400,0,0,4210,0,671,0,0,0,8380
27_04_2021 00h29min49seg,841,-1,4495,522,351,600,700,0,0,4145,0,0,0,300,0,8860
27_04_2021 00h30min14seg,842,-1,4560,438,174,750,475,0,0,3925,60,111,22,225,0,8060
27_04_2021 00h31min00seg,843,-1,7930,907,3,600,400,0,0,7280,0,671,0,0,0,14520
27_04_2021 00h31min35seg,844,-1,2925,1956,3142,650,1150,0,0,3225,0,0,0,800,0,11160
27_04_2021 00h32min00seg,845,-1,4180,499,215,600,500,0,0,4030,0,0,0,200,0,8460
27_04_2021 00h32min24seg,846,-1,4845,517,11,600,400,0,0,4195,0,671,0,0,0,8300
27_04_2021 00h32min48seg,847,-1,4665,494,1,600,400,0,0,4015,0,699,0,0,0,7920
27_04_2021 00h33min15seg,848,-1,4523,490,0,750,475,0,0,4370,328,0,0,225,0,8860
27_04_2021 00h33min46seg,849,-1,5433,642,113,600,475,0,0,5110,48,0,0,75,0,10620
27_04_2021 00h34min18seg,850,-1,5075,635,721,600,700,0,0,4725,0,0,0,300,0,10580
27_04_2021 00h34min50seg,851,-1,1595,1598,3564,600,1150,0,0,2070,0,0,0,825,0,10060
27_04_2021 00h35min28seg,852,-1,4315,1536,3712,850,1225,0,0,4240,500,0,0,1075,0,11620
27_04_2021 00h35min54seg,853,-1,4649,440,331,750,475,0,0,4050,324,0,0,225,0,8400
27_04_2021 00h36min29seg,854,-1,5335,608,698,750,775,0,0,5730,380,0,0,1325,0,11280
27_04_2021 00h37min07seg,855,-1,4050,2196,3416,850,1150,0,0,4600,0,0,0,1100,0,11920
27_04_2021 00h37min40seg,856,-1,3450,1599,2939,850,1150,0,0,3750,0,0,0,1000,0,9700
27_04_2021 00h38min13seg,857,-1,6035,471,1131,1100,700,0,0,5685,0,0,0,800,0,10640
27_04_2021 00h38min44seg,858,-1,6380,578,6,750,400,0,0,5930,0,643,0,150,0,10080
27_04_2021 00h39min13seg,859,-1,3400,526,910,600,775,0,0,3825,0,0,0,475,0,9440
27_04_2021 00h39min51seg,860,-1,3348,1423,2067,750,1225,0,0,3065,708,0,0,975,0,11580
27_04_2021 00h40min16seg,861,-1,4627,440,173,750,475,0,0,3720,332,83,22,225,0,8080
27_04_2021 00h40min42seg,862,-1,5025,485,216,700,475,0,0,4400,100,0,0,175,0,8600
27_04_2021 00h41min05seg,863,-1,4620,488,3,600,400,0,0,3970,0,699,0,0,0,7820
27_04_2021 00h41min28seg,864,-1,4595,490,11,600,400,0,0,3945,0,699,0,0,0,7860
27_04_2021 00h41min57seg,865,-1,5800,635,3,600,400,0,0,5150,0,699,0,0,0,10180
27_04_2021 00h42min28seg,866,-1,5730,634,61,600,475,0,0,4855,300,391,22,75,0,10260
27_04_2021 00h42min56seg,867,-1,4060,510,754,600,775,0,0,3885,0,0,0,375,0,8960
27_04_2021 00h43min23seg,868,-1,3646,499,1325,600,775,0,0,3355,16,0,0,375,0,8720
27_04_2021 00h43min48seg,869,-1,5385,452,6,750,400,0,0,4735,0,839,0,150,0,8060
27_04_2021 00h44min15seg,870,-1,4257,513,374,600,575,0,0,3970,112,0,0,275,0,8860
27_04_2021 00h44min42seg,871,-1,4100,502,740,600,700,0,0,3750,0,0,0,300,0,8560
27_04_2021 00h45min19seg,872,-1,3005,1885,2726,600,1150,0,0,3505,0,0,0,900,0,11460
27_04_2021 00h45min49seg,873,-1,5895,666,8,600,400,0,0,5395,0,587,0,0,0,10680
27_04_2021 00h46min21seg,874,-1,5450,642,305,600,700,0,0,5100,0,0,0,300,0,10640
27_04_2021 00h46min49seg,875,-1,4742,432,723,850,775,0,0,4095,372,0,0,625,0,8980
27_04_2021 00h47min20seg,876,-1,3202,474,521,750,775,0,0,4005,272,0,0,1125,0,9860
27_04_2021 00h47min52seg,877,-1,5865,592,683,750,600,0,0,5465,0,0,0,350,0,10580
27_04_2021 00h48min20seg,878,-1,5530,440,470,800,700,0,0,5180,0,0,0,500,0,8620
27_04_2021 00h48min44seg,879,-1,5365,465,9,700,400,0,0,4715,0,839,0,100,0,8000
27_04_2021 00h49min12seg,880,-1,4316,471,617,700,775,0,0,3745,296,0,0,475,0,8820
27_04_2021 00h49min43seg,881,-1,5335,637,265,600,700,0,0,5085,0,0,0,400,0,10580
27_04_2021 00h50min09seg,882,-1,4080,493,651,600,600,0,0,3680,0,0,0,200,0,8260
27_04_2021 00h50min40seg,883,-1,3000,780,1835,1050,1000,0,0,3400,0,0,0,1050,0,9620
27_04_2021 00h51min05seg,884,-1,5655,462,10,750,400,0,0,5005,0,811,0,150,0,8220
27_04_2021 00h51min30seg,885,-1,5130,446,16,750,400,0,0,4480,0,867,0,150,0,7980
27_04_2021 00h51min59seg,886,-1,5737,639,88,600,475,0,0,5130,32,279,22,75,0,10380
27_04_2021 00h52min24seg,887,-1,4900,455,12,750,400,0,0,4250,0,811,0,150,0,8120
27_04_2021 00h52min52seg,888,-1,4029,507,818,600,775,0,0,3480,324,0,0,375,0,8860
27_04_2021 00h53min19seg,889,-1,4207,504,686,600,675,0,0,3500,332,0,0,275,0,8640
27_04_2021 00h53min45seg,890,-1,4812,519,92,600,475,0,0,3885,352,251,22,75,0,8480
27_04_2021 00h54min15seg,891,-1,5376,629,146,600,475,0,0,4995,56,0,0,75,0,10420
27_04_2021 00h54min40seg,892,-1,4895,467,5,750,400,0,0,4245,0,867,0,150,0,8300
27_04_2021 00h55min34seg,893,-1,8063,887,512,750,775,0,0,8230,408,0,0,975,0,15400
27_04_2021 00h55min58seg,894,-1,4890,523,9,600,400,0,0,4240,0,671,0,0,0,8380
27_04_2021 00h56min22seg,895,-1,4715,437,1,750,400,0,0,4065,0,867,0,150,0,7820
27_04_2021 00h56min45seg,896,-1,4725,476,4,650,400,0,0,4075,0,727,0,50,0,7900
27_04_2021 00h57min32seg,897,-1,7800,832,0,750,400,0,0,7400,0,699,0,150,0,14240
27_04_2021 00h58min05seg,898,-1,6110,459,1464,1100,775,0,0,5935,0,0,0,875,0,10600
27_04_2021 00h58min57seg,899,-1,8525,905,219,750,700,0,0,8175,0,27,0,450,0,15540
27_04_2021 00h59min20seg,900,-1,4680,495,4,600,400,0,0,4030,0,727,0,0,0,8020
27_04_2021 00h59min55seg,901,-1,3280,1594,2909,750,1150,0,0,3730,0,0,0,1100,0,9640
27_04_2021 01h00min21seg,902,-1,4385,516,584,600,500,0,0,3835,0,167,0,100,0,8440
27_04_2021 01h00min49seg,903,-1,3920,517,672,600,700,0,0,3920,0,0,0,400,0,8900
27_04_2021 01h01min19seg,904,-1,6425,609,16,750,400,0,0,5775,0,867,0,150,0,10580
27_04_2021 01h02min14seg,905,-1,8215,911,771,750,700,0,0,8715,0,0,0,600,0,15740
27_04_2021 01h02min40seg,906,-1,4025,493,738,600,700,0,0,3675,0,0,0,300,0,8440
27_04_2021 01h03min12seg,907,-1,6051,406,858,950,775,0,0,5350,476,0,0,725,0,9160
27_04_2021 01h03min45seg,908,-1,4518,638,1226,600,775,0,0,4235,208,0,0,375,0,10820
27_04_2021 01h04min08seg,909,-1,4760,508,5,600,400,0,0,4110,0,699,0,0,0,8140
27_04_2021 01h04min33seg,910,-1,4692,511,117,600,475,0,0,4025,92,195,0,75,0,8380
27_04_2021 01h05min00seg,911,-1,4643,514,242,600,475,0,0,3970,148,0,0,75,0,8660
27_04_2021 01h05min29seg,912,-1,5955,652,6,600,400,0,0,5305,0,643,0,0,0,10440
27_04_2021 01h05min54seg,913,-1,4860,522,13,600,400,0,0,4210,0,671,0,0,0,8380
27_04_2021 01h06min27seg,914,-1,6452,580,631,750,775,0,0,6125,52,0,0,525,0,10660
27_04_2021 01h06min56seg,915,-1,5665,632,75,600,400,0,0,5090,0,335,0,75,0,10260
27_04_2021 01h07min32seg,916,-1,3891,1012,1575,600,1225,0,0,4040,276,0,0,825,0,11460
27_04_2021 01h08min10seg,917,-1,7006,785,1855,1100,1125,0,0,7215,16,0,0,1225,0,11220
27_04_2021 01h08min39seg,918,-1,5910,662,11,600,400,0,0,5360,0,587,0,0,0,10620
27_04_2021 01h09min08seg,919,-1,5634,625,98,600,475,0,0,5055,4,223,22,75,0,10160
27_04_2021 01h09min40seg,920,-1,6075,575,75,750,475,0,0,5130,420,475,22,225,0,10140
27_04_2021 01h10min05seg,921,-1,4658,505,129,600,475,0,0,3915,168,111,0,75,0,8280
27_04_2021 01h10min38seg,922,-1,4880,661,702,600,700,0,0,5030,0,0,0,600,0,11080
27_04_2021 01h11min03seg,923,-1,4945,468,16,700,400,0,0,4295,0,755,0,100,0,8320
27_04_2021 01h11min34seg,924,-1,7105,607,11,750,400,0,0,6455,0,867,0,150,0,10540
27_04_2021 01h12min02seg,925,-1,4448,422,774,800,775,0,0,3885,288,0,0,575,0,8840
27_04_2021 01h12min30seg,926,-1,5134,470,249,750,475,0,0,5005,4,0,0,225,0,8860
27_04_2021 01h12min55seg,927,-1,5510,445,13,750,400,0,0,4860,0,867,0,150,0,7960
27_04_2021 01h13min42seg,928,-1,8825,847,6,750,400,0,0,8425,0,559,0,150,0,14460
27_04_2021 01h14min10seg,929,-1,3827,500,1011,600,775,0,0,3590,12,0,0,375,0,8760
27_04_2021 01h14min40seg,930,-1,3275,522,821,600,700,0,0,3725,0,0,0,750,0,9440
27_04_2021 01h15min09seg,931,-1,5096,433,1026,800,775,0,0,4785,36,0,0,575,0,8760
27_04_2021 01h15min38seg,932,-1,4753,314,1233,1150,775,0,0,4050,428,0,0,925,0,8860
27_04_2021 01h16min02seg,933,-1,4840,450,4,750,400,0,0,4190,0,867,0,150,0,8020
27_04_2021 01h16min30seg,934,-1,5185,453,502,750,700,0,0,4835,0,0,0,450,0,8580
27_04_2021 01h16min56seg,935,-1,4100,501,749,600,700,0,0,3750,0,0,0,300,0,8540
27_04_2021 01h17min24seg,936,-1,4817,448,654,750,775,0,0,4510,32,0,0,525,0,8740
27_04_2021 01h17min49seg,937,-1,4770,437,6,850,400,0,0,4370,0,699,0,250,0,8400
27_04_2021 01h18min19seg,938,-1,6325,634,3,650,400,0,0,5675,0,755,0,50,0,10420
27_04_2021 01h18min43seg,939,-1,4760,507,12,600,400,0,0,4110,0,727,0,0,0,8140
27_04_2021 01h19min12seg,940,-1,5850,641,12,600,400,0,0,5200,0,643,0,0,0,10280
27_04_2021 01h19min45seg,941,-1,6735,611,0,750,400,0,0,6085,0,839,0,150,0,10600
27_04_2021 01h20min37seg,942,-1,8570,911,6,750,400,0,0,8695,0,279,0,225,0,15640
27_04_2021 01h21min03seg,943,-1,5229,440,162,750,475,0,0,4330,324,111,0,225,0,8060
27_04_2021 01h21min31seg,944,-1,4448,441,900,800,775,0,0,3905,268,0,0,575,0,8960
27_04_2021 01h21min58seg,945,-1,4573,514,221,600,475,0,0,3800,348,0,0,175,0,8640
27_04_2021 01h22min24seg,946,-1,4125,495,583,600,700,0,0,3775,0,0,0,300,0,8440
27_04_2021 01h22min52seg,947,-1,5735,626,9,600,400,0,0,5085,0,699,0,0,0,10040
27_04_2021 01h23min19seg,948,-1,3985,496,817,650,700,0,0,3835,0,0,0,350,0,8840
27_04_2021 01h23min57seg,949,-1,3631,1859,4543,1150,1275,0,0,3500,356,0,0,1375,50,11620
27_04_2021 01h24min24seg,950,-1,4765,450,341,750,575,0,0,4290,0,0,0,325,0,8460
27_04_2021 01h25min00seg,951,-1,4151,788,250,650,1000,0,0,4745,156,0,0,775,25,11740
27_04_2021 01h25min24seg,952,-1,4745,503,0,600,400,0,0,4095,0,699,0,0,0,8060
27_04_2021 01h25min53seg,953,-1,6135,573,6,750,400,0,0,5685,0,643,0,150,0,10000
27_04_2021 01h26min23seg,954,-1,6645,569,12,750,400,0,0,5995,0,839,0,150,0,9940
27_04_2021 01h26min59seg,955,-1,2700,1414,2980,650,1150,0,0,3200,0,0,0,800,0,11380
27_04_2021 01h27min48seg,956,-1,7090,908,152,600,700,0,0,7190,0,0,0,400,0,14820
27_04_2021 01h28min11seg,957,-1,4715,505,6,600,400,0,0,4065,0,671,0,0,0,8100
27_04_2021 01h28min42seg,958,-1,6380,600,14,750,400,0,0,5730,0,839,0,150,0,10440
27_04_2021 01h29min06seg,959,-1,4765,509,11,600,400,0,0,4115,0,671,0,0,0,8160
27_04_2021 01h29min36seg,960,-1,5932,647,91,600,475,0,0,5325,32,279,22,75,0,10720
27_04_2021 01h30min24seg,961,-1,7970,919,6,600,400,0,0,7520,0,727,0,0,0,14720
27_04_2021 01h31min18seg,962,-1,5931,1199,921,600,1225,0,0,6600,256,0,0,975,0,15800
27_04_2021 01h31min49seg,963,-1,4770,631,418,600,700,0,0,4970,0,0,0,700,0,10580
27_04_2021 01h32min16seg,964,-1,4170,504,681,600,700,0,0,3820,0,0,0,300,0,8600
27_04_2021 01h32min47seg,965,-1,6885,591,0,750,400,0,0,6235,0,895,0,150,0,10280
27_04_2021 01h33min12seg,966,-1,5145,469,10,750,400,0,0,4495,0,811,0,150,0,8340
27_04_2021 01h33min37seg,967,-1,4574,497,131,600,475,0,0,3975,24,111,22,75,0,8160
27_04_2021 01h34min10seg,968,-1,4516,630,1008,600,775,0,0,4445,96,0,0,475,0,10780
27_04_2021 01h34min35seg,969,-1,4495,490,135,600,475,0,0,3920,0,55,0,75,0,8060
27_04_2021 01h35min08seg,970,-1,4711,621,485,700,775,0,0,4960,176,0,0,925,0,11160
27_04_2021 01h35min38seg,971,-1,6210,593,11,750,400,0,0,5710,0,727,0,150,0,10320
27_04_2021 01h36min04seg,972,-1,4500,508,253,600,600,0,0,4050,0,0,0,200,0,8480
27_04_2021 01h36min31seg,973,-1,4280,515,651,600,700,0,0,3930,0,0,0,300,0,8760
27_04_2021 01h36min59seg,974,-1,5675,619,12,600,400,0,0,5025,0,727,0,0,0,9920
27_04_2021 01h37min23seg,975,-1,4810,512,11,600,400,0,0,4160,0,671,0,0,0,8220
27_04_2021 01h37min49seg,976,-1,4465,510,180,600,500,0,0,4115,0,0,0,200,0,8520
27_04_2021 01h38min17seg,977,-1,3620,503,578,600,700,0,0,3920,0,0,0,700,0,8740
27_04_2021 01h38min49seg,978,-1,5625,659,246,600,700,0,0,5275,0,0,0,300,0,10920
27_04_2021 01h39min15seg,979,-1,5359,448,158,750,475,0,0,4760,24,111,22,225,0,8180
27_04_2021 01h39min48seg,980,-1,6725,573,5,750,400,0,0,6075,0,839,0,150,0,10000
27_04_2021 01h40min12seg,981,-1,4660,514,4,600,400,0,0,4110,0,615,0,0,0,8240
27_04_2021 01h40min39seg,982,-1,4100,494,601,600,700,0,0,3750,0,0,0,300,0,8400
27_04_2021 01h41min05seg,983,-1,4455,523,429,600,700,0,0,4105,0,0,0,300,0,8880
27_04_2021 01h41min29seg,984,-1,4655,501,7,600,400,0,0,4055,0,615,0,0,0,8040
27_04_2021 01h42min00seg,985,-1,5630,653,294,600,600,0,0,5180,0,0,0,200,0,10740
27_04_2021 01h42min48seg,986,-1,8025,933,9,600,400,0,0,7525,0,671,0,0,0,14960
27_04_2021 01h43min17seg,987,-1,4252,363,1403,1100,925,0,0,4015,212,0,0,1025,0,9060
27_04_2021 01h43min48seg,988,-1,5925,653,0,600,400,0,0,5275,0,671,0,0,0,10460
27_04_2021 01h44min39seg,989,-1,6835,1149,456,600,850,0,0,7185,0,0,0,600,0,15440
27_04_2021 01h45min05seg,990,-1,5420,456,3,750,400,0,0,4770,0,895,0,150,0,8120
27_04_2021 01h45min36seg,991,-1,5851,643,54,650,475,0,0,5210,116,363,22,125,0,10680
27_04_2021 01h46min05seg,992,-1,5339,360,894,1000,775,0,0,4740,324,0,0,775,0,8720
27_04_2021 01h46min31seg,993,-1,5135,473,15,750,400,0,0,4485,0,839,0,150,0,8400
27_04_2021 01h47min22seg,994,-1,7400,952,133,600,700,0,0,7550,0,55,0,400,0,15460
27_04_2021 01h47min47seg,995,-1,4565,508,224,600,500,0,0,4015,0,167,0,100,0,8320
27_04_2021 01h48min20seg,996,-1,5377,575,737,800,775,0,0,4640,512,0,0,575,0,10860
27_04_2021 01h48min47seg,997,-1,4752,481,166,700,475,0,0,3825,352,55,22,175,0,8500
27_04_2021 01h49min13seg,998,-1,5635,466,0,750,400,0,0,4985,0,839,0,150,0,8280
27_04_2021 01h49min46seg,999,-1,6485,570,386,800,700,0,0,6135,0,0,0,500,0,10680
27_04_2021 01h50min21seg,1000,-1,4295,1548,2609,1100,1150,0,0,5145,0,0,0,1750,0,10200
27_04_2021 01h50min49seg,1001,-1,4025,427,748,750,700,0,0,3775,0,0,0,550,0,8440
27_04_2021 01h51min14seg,1002,-1,4815,517,11,600,400,0,0,4165,0,671,0,0,0,8300
27_04_2021 01h51min38seg,1003,-1,4790,511,11,600,400,0,0,4140,0,671,0,0,0,8200
27_04_2021 01h52min04seg,1004,-1,5263,452,162,750,475,0,0,4580,108,111,22,225,0,8260
27_04_2021 01h52min32seg,1005,-1,2700,527,635,1050,750,50,0,3450,0,0,0,800,0,9180
27_04_2021 01h52min58seg,1006,-1,4708,450,163,750,475,0,0,4125,8,111,22,225,0,8220
27_04_2021 01h53min25seg,1007,-1,4470,472,289,750,475,0,0,4425,20,0,0,225,0,9040
27_04_2021 01h53min55seg,1008,-1,6045,605,14,750,400,0,0,5395,0,839,0,150,0,10520
27_04_2021 01h54min26seg,1009,-1,6041,571,180,750,475,0,0,5370,296,55,0,425,0,10200
27_04_2021 01h54min50seg,1010,-1,4890,522,10,600,400,0,0,4240,0,671,0,0,0,8380
27_04_2021 01h55min15seg,1011,-1,4650,477,133,650,475,0,0,3875,200,167,22,125,0,8260
27_04_2021 01h55min48seg,1012,-1,4345,623,847,600,675,0,0,4200,420,0,0,525,0,10600
27_04_2021 01h56min15seg,1013,-1,3885,509,542,600,700,0,0,3935,0,0,0,500,0,8780
27_04_2021 01h56min45seg,1014,-1,5311,616,158,600,475,0,0,4710,276,0,0,275,0,10140
27_04_2021 01h57min12seg,1015,-1,4710,476,603,750,500,0,0,4660,0,195,0,650,0,8640
27_04_2021 01h58min44seg,1016,-1,7119,2877,2783,2700,1300,1650,0,9645,424,0,0,2975,25,25400
27_04_2021 01h59min40seg,1017,-1,9155,774,293,1100,700,0,0,9105,0,0,0,800,0,15380
27_04_2021 02h00min04seg,1018,-1,4645,493,13,600,400,0,0,3995,0,699,0,0,0,7920
27_04_2021 02h00min28seg,1019,-1,4665,494,2,600,400,0,0,4015,0,699,0,0,0,7920
27_04_2021 02h00min54seg,1020,-1,3617,495,421,600,575,0,0,3680,312,0,0,675,0,8700
27_04_2021 02h01min25seg,1021,-1,2320,1239,2784,600,1150,0,0,2620,0,0,0,750,0,9800
27_04_2021 02h01min58seg,1022,-1,2670,1151,3692,1000,1150,0,0,3370,0,0,0,1450,0,9940
27_04_2021 02h02min47seg,1023,-1,8082,944,28,600,475,0,0,7505,52,475,44,75,0,15180
27_04_2021 02h03min17seg,1024,-1,4365,520,570,600,775,0,0,4120,20,0,0,375,0,9200
27_04_2021 02h03min46seg,1025,-1,5595,631,9,600,400,0,0,5095,0,587,0,0,0,10120
27_04_2021 02h04min18seg,1026,-1,5360,645,497,600,700,0,0,5010,0,0,0,300,0,10760
27_04_2021 02h04min42seg,1027,-1,4780,513,5,600,400,0,0,4130,0,699,0,0,0,8220
27_04_2021 02h05min08seg,1028,-1,4947,452,173,750,475,0,0,4060,312,139,0,225,0,8260
27_04_2021 02h05min42seg,1029,-1,6445,589,413,750,700,0,0,6095,0,0,0,450,0,10600
27_04_2021 02h06min05seg,1030,-1,4650,493,8,600,400,0,0,4000,0,643,0,0,0,7900
27_04_2021 02h06min38seg,1031,-1,7060,508,354,950,600,0,0,6610,0,167,0,550,0,10260
27_04_2021 02h07min02seg,1032,-1,4740,523,5,600,400,0,0,4190,0,559,0,0,0,8380
27_04_2021 02h07min28seg,1033,-1,4525,516,211,600,475,0,0,4150,0,0,0,75,0,8680
27_04_2021 02h07min52seg,1034,-1,4815,514,4,600,400,0,0,4165,0,727,0,0,0,8240
27_04_2021 02h08min22seg,1035,-1,6305,603,2,750,400,0,0,5655,0,839,0,150,0,10480
27_04_2021 02h08min52seg,1036,-1,5693,631,92,600,475,0,0,5070,48,223,44,75,0,10260
27_04_2021 02h09min17seg,1037,-1,5255,457,17,750,400,0,0,4605,0,811,0,150,0,8160
27_04_2021 02h09min46seg,1038,-1,5120,438,595,800,700,0,0,4770,0,0,0,500,0,8660
27_04_2021 02h10min19seg,1039,-1,6046,605,0,750,475,0,0,5845,376,0,0,225,0,10780
27_04_2021 02h10min52seg,1040,-1,4900,649,1426,650,700,0,0,4600,0,0,0,350,0,11040
27_04_2021 02h11min24seg,1041,-1,6070,582,210,750,475,0,0,5665,80,0,0,225,0,10520
27_04_2021 02h11min49seg,1042,-1,4725,515,140,600,475,0,0,3810,340,111,0,75,0,8460
27_04_2021 02h12min13seg,1043,-1,4770,511,9,600,400,0,0,4120,0,643,0,0,0,8200
27_04_2021 02h12min39seg,1044,-1,4653,505,140,600,475,0,0,3950,128,27,0,75,0,8300
27_04_2021 02h13min08seg,1045,-1,6815,576,13,750,400,0,0,6165,0,839,0,150,0,10060
27_04_2021 02h13min34seg,1046,-1,4159,489,399,600,575,0,0,3770,164,0,0,375,0,8460
27_04_2021 02h13min58seg,1047,-1,5170,442,12,750,400,0,0,4520,0,811,0,150,0,7900
27_04_2021 02h14min49seg,1048,-1,9375,880,6,750,475,0,0,8390,560,559,0,225,0,14920
27_04_2021 02h15min19seg,1049,-1,6110,581,1,750,400,0,0,5460,0,755,0,150,0,10120
27_04_2021 02h15min50seg,1050,-1,6890,584,14,750,400,0,0,6240,0,867,0,150,0,10180
27_04_2021 02h16min18seg,1051,-1,5640,615,3,600,400,0,0,4990,0,699,0,0,0,9860
27_04_2021 02h16min47seg,1052,-1,5845,643,6,600,400,0,0,5195,0,699,0,0,0,10300
27_04_2021 02h17min16seg,1053,-1,3250,496,917,600,700,0,0,3600,0,0,0,750,0,9260
27_04_2021 02h17min43seg,1054,-1,4231,505,546,600,675,0,0,3750,156,0,0,275,0,8720
27_04_2021 02h18min16seg,1055,-1,5570,625,442,700,700,0,0,5220,0,0,0,400,0,11000
27_04_2021 02h18min43seg,1056,-1,4360,474,614,650,775,0,0,3655,480,0,0,425,0,8580
27_04_2021 02h19min20seg,1057,-1,2902,1357,1886,600,1225,0,0,3545,432,0,0,1125,0,11840
27_04_2021 02h19min47seg,1058,-1,4965,453,4,750,400,0,0,4315,0,783,0,150,0,8080
27_04_2021 02h20min18seg,1059,-1,6325,580,123,750,400,0,0,5975,0,83,0,350,0,10320
27_04_2021 02h20min51seg,1060,-1,3335,958,2283,950,1125,0,0,2990,420,0,0,1075,0,10040
27_04_2021 02h21min16seg,1061,-1,4749,518,129,600,475,0,0,4010,164,111,22,75,0,8500
27_04_2021 02h21min47seg,1062,-1,5796,644,91,600,475,0,0,5165,56,223,22,75,0,10460
27_04_2021 02h22min12seg,1063,-1,5100,461,16,750,400,0,0,4450,0,811,0,150,0,8220
27_04_2021 02h22min40seg,1064,-1,5190,469,686,750,700,0,0,4840,0,0,0,450,0,8820
27_04_2021 02h23min05seg,1065,-1,4173,490,462,600,775,0,0,3810,88,0,0,375,0,8540
27_04_2021 02h23min33seg,1066,-1,4688,448,305,750,475,0,0,4135,328,0,0,225,0,8480
